user_id,item_id,rating,rented for,review_text,category,height,size,age,review_date
339249,136110,8,wedding,the fit was great it was tight at the top and flowed out at the right spot the length was definitely appropriate for a more conservative look,dress,"5' 7""",12,32.0,Apr 03 2020
897747,1013498,10,party,the dress does run large but i loved it that way for those who prefer waist definition a belt is a mustbut i love the column look so i went without the colors in this dress are what make it special along with the fact that its crazy comfortable ill probably rent it again ,dress,"5' 9""",14,46.0,Aug 02 2020
152586,773497,10,other,soft and comfy fabric fits nicely and looks great i totally recommend this dress to sort and curvy women i was able to use a babypin to cover the cleavage area,dress,"5' 1""",8,33.0,Jan 21 2022
630128,127865,10,formal affair,this dress is classy sexy i wore this for my th birthday black tie affairi felt so glamorous it fit snug but in all the right places the construction is such that it held everything in place beautifully including not needing a bra which is a big deal for me if you are larger in the bust be comfortable showing cleavage i loved how it kicked when i walked so for size reference i amworein heels and length was perfect i weighand am a ddd the boning kept me in place just fine the lace allows for some smooth shape wear if needed its stretchy so it was very comfortablealthough i didnt eat much a few days prior,gown,"5' 4""",8,52.0,Jan 03 2021
738480,722678,8,work,the dress is very pretty and looks great with a jacket the fabric is thicker than i thought it would be making it well suited for fall winter,dress,"5' 9""",24,44.0,May 25 2022
412685,597613,8,party,wore this to brunch received lots of compliments the skirt did blow up a few times in the windwouldnt recommend to wear it for an outdoor event,dress,"5' 3""",8,31.0,Nov 01 2021
597266,187477,10,party,the band has no give so dont overeat the pockets are fantastic i wore a sticky nubra quality is great and i looked amazing in the dress wore it for a surprise wedding anniversary party,dress,"5' 3""",4,29.0,Sep 08 2020
408788,132738,10,formal affair,this was the first time i wore something with such a deep plunge so i felt pretty daring between that and sparkling all over it made quite a statement and i received many compliments from strangers i opted for adhesive bra cups but im sure there are other options that would work maybe with some creative pinning since the dress has actual straps the length was okay since i was wearing low heels but if youre tall and plan to wear high heels probably look for a long length im generally between aandand this fit perfectly ini would definitely rent this again or one of the many similar colors cuts from badgley mischka,gown,"5' 8""",28,38.0,May 05 2022
858737,158028,10,formal affair,i normally wear a six but i wore ain this dress even though i am onlythe long was the right length like the description says the dress does not have any giveyoull need to have the right size for it to fit i have a relatively straight body shape and this gave me curves i got so many compliments on the dress throughout the nighti felt like a movie star,gown,"5' 6""",9,32.0,Feb 16 2018
906835,1547971,8,formal affair,i really loved this dressit fit well it ws flattering and it was pretty comfortablethe tulle make it a little warm but it was not too bad and i dont typically wear tullebecause of the pattern not many accessories are neededi would recommend this dress for sure,gown,"5' 4""",20,36.0,Jan 25 2021
701421,1265357,10,formal affair,this dress fit beautifully it was comfortable i didnt have to wear a bra score and i loved the backit was easy to move around and play inthe only downside was that the length was super long so we had to hem it with safety pins thanks rtr for a great experience ,gown,"5' 2""",1,22.0,Dec 14 2022
422895,309634,10,wedding,wore this dress to an early spring weddingi wore the large as the medium was tight around my bust i am a d i got tons of compliments on the dress and it was super comfortable all night long ,dress,"5' 6""",20,30.0,Apr 15 2021
145342,1002863,10,party,this dress was pretty perfect for a fancy brunch or garden party type of affairive never seen this dress anywhere before and that is what really interested me in using itgot more compliments on it than i do with most things i wearmost importantly the dress was beautiful made me feel that way but also feel comfortable and like myself so i could get to the business of entertainingthe dress is incredibly well made and substantialtranslation it would be pretty hot indegree weather in the sunwould rent it again in a minute for the right occasion,dress,"5' 6""",8,55.0,Aug 02 2020
135936,833666,10,party,this dress is so easy to wear the fabric is stretchyaccommodating very flattering deep v neck cute cap sleevesthe skirt isnt too short or too long the color is fantastic i was comfortable all nighti felt just a tiny bit of scratching from the sequins under my arms but i got no marks im carryingextra pounds right now so got theas a backup but im glad i tried theas it was more flatteringfitted i got so many compliments that said my chest was definitely prominent so make sure youre comfortable with cleavage if you want to wear this dress,dress,"5' 1""",8,38.0,Mar 19 2022
138532,209668,6,party,i didnt get to wear this dress to my event as the zipper was extremely hard to get upthe dress fit fine once we got it but it took me and my two roommates toget the zipper over the part where the bottom of the dress connects with the top,dress,"5' 4""",12,28.0,Apr 20 2021
942693,948805,6,party,my friend was going to wear this for her bachelorette but went with the alternative dress because the other one was a bit more festive and fit her better cute though,dress,"5' 8""",8,29.0,Aug 04 2019
347450,1176070,10,formal affair,this is an absolutely stunning dress very comfortable and runs true to size i was able to wear it with a strapless bra and the bra did not show on the back the dress is stretchy and easy to walk around in i loved both the color and the cut and could not have been happier with my choice ,gown,"5' 3""",12,47.0,Mar 29 2022
874040,161541,8,party,rented this for a rehearsal dinner the sweetheart neckline worked perfectly with a strapless i did have to pin it to the dress to make sure my bra didnt show i paired a satin black belt with it the color is a pretty bluegreen jewel tone which i loved this worked perfectly with my curves except that my bra showed but a little fashion tape fixed it,dress,"5' 6""",24,32.0,Dec 03 2018
815831,1412589,8,work,by design its missing the last bottom at the bottom i often found my self flashing people quite embarrassing youll need to have a safety pin readily available for this one also the buttons in general are set apart have another pin for your breast area if you are large breasted you will have a gap here too,dress,"5' 2""",16,35.0,Oct 10 2022
950059,890105,8,work,these pictures do not show the color accurately this dress is more redorange than orange it was roomy through the body which hid my imperfections it was a smidge to short for my preference for work but looked cute with talk boots it was an awesome look for dinner,dress,"5' 8""",28,43.0,Dec 07 2022
889155,1257812,10,work,material was very comfortable and the stripes gave it such an interesting element,dress,"5' 7""",8,45.0,Jun 30 2022
834172,1547971,8,formal affair,it runs big and i probably could have sized down another size i wore a black tank because it gaped a little in the back but it was perfect to cover a bit of the very deep v in front i added a belt from my wedding this was a statement gown and i loved the pockets ,gown,"5' 7""",17,32.0,Nov 13 2021
697581,127865,10,formal affair,i tried this dress in both the l and l both fit but as would be expected thewas more fitted and themore flowy for this particular occasion a less fitted appearance was the way to go this dress made made me look curvaceous and glamorous the weight of it made it hang nicely although the underskirt was too long and i had to tack it up by several inches the dress was also starting to show its wear with some small pulls and spaces opening up in the lace fortunately the venue wasnt too brightly lit and i doubt anyone really noticed it was long enough for me to wearheels i wore a strapless bra and had no problems with the sleeves slipping i got many compliments and all in all would highly recommend this dress,gown,"5' 10""",17,53.0,Jun 13 2019
492542,1146287,8,wedding,i wasnt sure i would be able to wear this dressthe fitted portion of the top extends further down than the rib cage to just about the natural waist which i wasnt expecting after looking at the photos reviews i am pear shaped so i had to do some magic shifting to zip it up i received so many compliments on it so i would highly recommend it but i would caution that the fitted portion is longer than it seems so choose your size accordingly ,gown,"5' 1""",20,31.0,Jan 12 2022
334035,1752487,8,work,i think i would have liked to see what alooked like im petite and curvy so its not really a proper shift dress on me it is extremely comfortable but does wrinkle very easily ,dress,"5' 2""",8,30.0,Aug 10 2021
522824,356619,10,wedding,this dress is absolutely gorgeous i got so many compliments on it i wore it to a black tie wedding in santa monica ca and felt very comfortable in it when it arrived i tried on theand it felt tight so i ended up taking thewith me ive worn ml dresses before from rtr and have always been asince they run pretty small but when i wore it the day of theseemed very big on top besides my own fault for taking the wrong dress id recommend the dress as it is so gorgeous,dress,"5' 1""",12,39.0,Apr 12 2021
72033,1505204,10,party,i love this trina turk this dress is so comfortable and roomy i wore a sizeso it is true to size but i would suggest sizing up for back up as well there is a comfortable amount of room in the hips and bust of this dress it is not very fitted and the fabric has some stretch the style would work great for any cup size but you will have to wear a strapless bra or nubra atthe length was midthigh you can pair it with a fun colorful clutch and earrings to wear to your next party,dress,"5' 10""",12,25.0,Jun 02 2022
380897,187477,10,other,just like everyone says it does run a bit small in the bust but it was still a great dress i have something of a booty so it was a bit shorter in the back than i would have preferred but didnt seem out of place on a hot summer day,dress,"5' 7""",20,29.0,Aug 01 2019
391778,143094,8,party,i ordered this dress as a replacement because i thought my original order would be too smallthis dress fit my abdomen well but it hung slack around my shoulders and necki wouldnt recommend a large size for apple body shapes get the smaller size and let it hug you,dress,"5' 2""",20,29.0,Oct 04 2019
553159,1849737,8,wedding,i was told to wear a navy blue dress that hit above the knee and was not satin by the bride and this dress checked the boxesim typically abut wore aeven then it fit well up top but was a bit loose around the hips with a slight gap between my lower back and the dress i didnt have to wear a bra which was great and it was really comfortable i was in it forhours so this was key for the price this dress is hard to beatas others mentioned its a bit tricky to get into the top the straps cause the hole where your head goes to tighten so be careful if you have a fancy hairdo ,sheath,"5' 8""",8,33.0,Jun 22 2021
742948,1174307,8,wedding,i absolutely was in love with this dress however i didnt end up picking it since it was too large in the top i have a b chest and i didnt even come close to filling it out i also agree with some of the other reviews since it was tight around the ribs where the band is i was bummed it didnt fit but if you have the right build it would be an amazing choice,dress,"5' 6""",45,34.0,Oct 26 2021
991969,1188641,10,other,rented this to wear to a friends rehearsal dinnerim aboutlb andbut shorter on the torso side and this fell around my knee same as the modelanother reviewer wrote that she needed doublesided tape for the front wrappiece which i used to help my tie it in the right spot but then removed itits definitely not something that should keep you from renting it if youre on the fencethe sleeves are silk chiffon and very light its flowy so its lovely for summer i wore it in early august during heat wave and was finethe fabric through the midsection and waste are a tad thicker so undergarments dont need to be too particular,dress,"5' 3""",1,30.0,Aug 08 2021
795626,268562,8,formal affair,very comfortable,gown,"5' 4""",12,46.0,Jan 27 2021
679853,1693615,10,wedding,this was my first rtr experience and i loved it my only complaint was the flowers on the dress needed to be ironed the dress was true to size for me i have a larger bust and didnt have any issues with this dress i wore a nude strapless bra and it did not show in the back or under the arms i wish i didnt have to send it back ,dress,"5' 4""",24,29.0,Jul 13 2021
941267,130259,10,vacation,i got a bigger back up size assuming i would need to wear thebut thefityou might want to bring a safety pin to get the front but i was in vegas and wore a black brathe dress material sort of clung to the bra but in a more conservative atmosphere you might want the security of a pinit comes all the way to the knee and was just tight enough on my ribs to hold it all togetheri really felt amazing and invincible in this dress i walked down a busy road and people parted for me like the red sea my two girlfriends from college and i had a reunion trip in vegas and all wore different colored sequined rtr dressesdang did people notice usso sparklywe did a photo shoot and we all looked so amazing i really enjoyed this dress the sequins do sort of irritate your arms but i just tried to stop swinging my arms around so much i can be a dramatic story tellercomes all the way to the knee can be worn with a bra unfortunately no pockets but thats literally the only down sideeffortless,dress,"5' 5""",20,30.0,Oct 10 2022
75124,172027,10,other,this dress is super tight it rides up while i walked but i didnt mind i just kept pulling it back down i loved how snug it was at the top because it made me comfortable enough not to wear a bra i would rent again ,dress,"5' 0""",1,31.0,Aug 19 2019
854094,123373,10,wedding,the dress was beautiful and very comfortabletheactually was a little too long in the sleeve and the lengththewas still a bit long but not a tripping riskit still was dragging a bit and i had to hold it up to walk and i amand was wearing a pretty highheeli received a lot of compliments on the dress and felt very glamorousi like plain simple clothes so i really loved this as it was elegant and had beautiful structure but not flashyand did i mention soooo comfortable,gown,"5' 5""",4,50.0,Nov 09 2022
295826,154002,10,formal affair,i ordered the r and r thefit better dress seems to strech a little after you have it on,gown,"5' 4""",1,49.0,Feb 20 2018
445847,132135,10,wedding,ran a bit small,gown,"5' 3""",16,26.0,May 23 2020
639819,146684,10,wedding,the dress was beautifuli ordered it for a black tie wedding in nyc and it would have been perfect but unfortunately the dress was a bit too big which made it unflattering imaboutlbs and usually where a sizebut for some reason this didnt hug me it was just too large all around i ordered the r and l thinking that i might need the long with theheels i was planning on wearing but the regular length would have been perfect next time ill ordered the r,gown,"5' 6""",16,33.0,Jan 31 2017
960514,137585,10,party,it fit true to size for the most part the back was a little loose but a little fashion tape solved that problem i would definitely recommend,sheath,"5' 2""",8,28.0,Mar 31 2019
954147,809891,10,wedding,i am usually a medium but i ordered a small as back up and it fit perfectly i was able to wear a strapless bra it was super light and comfortable,dress,"5' 4""",8,26.0,Aug 29 2022
179277,1064397,10,wedding,this dress was seriously amazing although i did not wear heels i easily had enough length to do so i didnt want to tower over the bride i also got the l but opted for thebecause the neck on thewas a little too tight the fabric was very forgiving and i didnt need to wear spanx underneath it i was complimented on it all night long even by other ladies who were wearing rtr dresses i would definitely rent this dress again,gown,"5' 10""",13,28.0,Jul 19 2021
421046,802815,8,party,having a long neck and being tall really helps with this dress i wore it out the day after my wedding all over miami from salsa clubs to downtown to wynwood and everyone loved it comfortable though it doesnt look it easy to wear sit and dance in didnt feel quite as conservative as it looks ,sheath,"5' 9""",8,33.0,Nov 10 2021
875114,1816796,4,formal affair,this dress looks amazing on thats about it it has a super awkward fit and while in the dress i couldnt move my arms or even zip the dress myself because of the fit it was just super tight to top it off i drove for a bit in this car traveling to my event and the zipper cut my back up i really wouldnt recommend this dress,dress,"5' 6""",12,24.0,Feb 24 2022
555409,123373,8,formal affair,i wish i had a nice necklace to go with this dress i just used super large and blinged out earrings to set the dress ,gown,"5' 7""",20,42.0,Jan 14 2018
776484,1085150,10,work,the material on this dress was thicker than i had anticipated when i ordered it however it was surprisingly cool to wear to work during the summerthe fit was great and it was a great qualityi received many compliments,dress,"5' 3""",12,40.0,Jun 26 2022
640338,140321,8,wedding,fit great elongated my petite frame ,gown,"5' 1""",7,30.0,Nov 16 2020
827305,1334351,8,everyday,it wrinkles very easily like as soon as you sit down its creased all over the front the colors are beautiful though i got lots of compliments on it ,dress,"5' 6""",8,35.0,May 10 2021
479564,183194,8,date,this was the dress i chose for my free birthday rental as a pro member a great perk that couldnt be passed up despite not having any big plans simple dinner out with my husband was made special with the addition of this cute dress i have never worn yellow but quite enjoyed the color it does have a deep cross over top and although i did not have any unfortunate wardrobe malfunction i was wondering how it would work if you had a lot of movement particularly leaning forward the lining hid undergarments well despite the lightweight material a fun dress ,dress,"5' 5""",20,42.0,Sep 04 2019
34055,1880626,8,formal affair,the dress that i originally picked came back damaged and i decided on this one as a replacementunfortunately this dress was very tight around my ribcage breasts i did not wear it as it would not zip upif youre larger up top size up,sheath,"5' 4""",16,49.0,Oct 26 2020
660989,1133906,10,other,this dress fits like a glove i normally wear sizeand did so for thisit worked because i was wearing it in a professional environment i would probably get anext time if i was wearing it out to fit tighter around the waist i wore it oncamera reporting and the bright red looked incredible its a dress i would wear again and even buy definitely recommend it for on tv or for a night out works for both ,sheath,"5' 5""",16,29.0,Feb 23 2020
274914,149739,8,formal affair,i wore this for a black tie event and got lots of complimentsi normally dont have to wear long dresses beingbut after reading everyones review im glad i got the longit fit perfectly i will admit that the beading and sequins look a little cheap up close but from far away it looks great and photographs great too this was my first rtr experience and i will defintely do it again too easy,gown,"5' 6""",21,35.0,Feb 26 2017
692788,1121730,8,formal affair,this is a lovely dress but wasnt quite right for me i got is as my back up dress to try for another event its eye catching and i can see why others loved it it fit me perfectly and is very flattering but the color didnt seem to compliment mebummer because i loved the color of the dress,sheath,"5' 6""",20,55.0,Apr 23 2020
932954,1109803,10,formal affair,im typically berween aand aand beingwith a longer torso i usually need a tall size in orser to get a good fit the t fit me perfectly and even left a little room for a small heel which is rare for me im very busty and i was concerned that it wouldnt contain the girls but it fit nicely in the bust a sexy neckline and i didnt feel like i was going to fall out of it my only knocks on this dress are the crappy zipper and the broken bent sequins i had to have someone help me in and out of the dress because the zipper was so stubborn even though i had plenty of room for it to zip i found a fee bent or broken sequins throughout the night as they were catching on anything woven including my shawl and my friends dresses i paired the dress with silvery sparkly jewelry and added a metallic red purse and lipstick for a pop of color i received a ton of compliments both during the party and when i went into the office the next day ,gown,"5' 8""",58,37.0,Dec 08 2022
19589,1640972,10,wedding,this dress was absolutely wonderfuli rented this for a friends cocktail attire wedding and it was perfect for the occasioni thought that the stripes were navy blue and white but it turns out they are more silver with a glitter to them it was a great length to dance in and the top was fitted perfectly so i could enjoy the food and not feel like a stuffed sausage at the end of the nighti wore different shoes and accessories so this picture doesnt do it justice,dress,"5' 5""",4,39.0,Jul 05 2021
550470,313568,10,work,loved this dress it was a heavier fabric than i thought but the quality was excellent loved the fit and the feel of the fabric good length for work and the darts made the fit seem like something out of mad men think joan and pair it with a big pearl necklace and a padded bra ,dress,"5' 6""",1,39.0,Apr 11 2022
486350,1800440,10,party, i needed a fun fashionable but comfortable dress to wear to a fashion show fundraiser that i was runningthis dress fit the billi was able to wear it with flats since i was running around and it still looked cute and put togetherthe stretchy top made it easy to move around it and there was a lot of bending lifting carrying and running,dress,"5' 7""",20,49.0,Jan 29 2021
516804,132738,10,wedding,wore this as a bridesmaid for a friends wedding and it was perfectour group ranged from pand it fit all of us with no problemswe took formal photos after the ceremony when the sun was perfectly at golden hour and the sparkle from the dress was stunningwe all got compliments all night long,gown,"5' 6""",13,30.0,Jan 13 2021
942742,959200,4,everyday,i couldnt wear this as it runs very small through the hips,dress,"5' 3""",8,57.0,Apr 07 2022
245758,132738,8,party,this dress is gorgeous but the front is very low cut no bra can be worn with it the way it is but a few pins here and there fixed it right up,gown,"5' 5""",16,,Oct 04 2019
634963,1711936,6,date,this dress fit great and was super comfortable on so long as i was standing up i only noticed one other reviewer mentioning it being tight in the collar so maybe it has to do with my heightdress size combo but when i sat down in this dress it was very tight across my neck so much so that i dont think i could have worn it to a dinner which is what i had planned to wear this to it really felt very normal when i was standing up though so this dress was a dream that could not become reality still the dress was a beautiful color lovely fabric and was classy with a hint of sexy ,dress,"5' 8""",4,26.0,Apr 22 2022
954688,1896920,8,wedding,i wanted to go with a black dress for my friends wedding but didnt want something boring so this was a great option it was flattering and comfortable only downside was that it was a little long even with heels imand the lace occasionally got stuck in my heel when walking if i didnt pick up the dress besides that i definitely recommend this dress with a pop of color statement necklace ,gown,"5' 9""",17,30.0,Nov 03 2019
661973,127865,10,wedding,i woreheels because im short but overall the fit was exquisite hugs in all the right places and its stretchy and really shows off your figure the lace details is gorgeous and really stands out with the nude underlay i was able to dance in it all night with no issues ,gown,"4' 10""",1,29.0,Nov 14 2021
326390,1010328,10,wedding,this dress was amazing it fit like a glove the material was so comfortable and extremely forgiving i was so happy it came in a long imand woreinch heels and the dress perfectly hit the ground,gown,"5' 10""",13,30.0,May 17 2022
801446,450618,10,wedding,fit great ,dress,"5' 1""",1,27.0,Oct 23 2021
490333,174086,8,wedding,i had originally ordered theand theand ended up wearing thetheseemed to dig into my ribs a bit too much so i figured i would be a bit more comfythe pockets were awesome and so was the colori had a hard time sending this one back ,dress,,20,31.0,Nov 04 2022
11720,181453,10,wedding,no give whatsoever in the fabriccurvy girls size upimand it came to my knee which was a shocker since i thought it would be longer but boy was i pleasantly surprisedthis is a figure hugging gorgeous dress that will break necks all night ,dress,"5' 2""",16,33.0,Apr 09 2019
806823,1603811,10,wedding,as many other reviewers mentioned this dress runs large and is not fitted in the middle i paired it with a brown belt to cinch in the waist a bit and brown cowgirl ankle boots to match it was very flattering and i felt comfortable and stylish all night this dress is great for dancing because of the full lacy skirt,dress,"5' 9""",4,29.0,Dec 21 2021
264137,550322,10,wedding,the material is not very forgiving and really hugs the body if youre a fan of spandex youll want to wear them just to smooth everything out otherwise i loved the dress and received lots of compliments,gown,"5' 7""",4,33.0,Sep 09 2022
547738,1340234,10,wedding,loved this dress and got so many compliments the straps are long but you could pin them if you need to im normally aorand thefit fine despite other reviews saying it runs small through the chest im a dd and didnt have a problemwould love to own this dress ,dress,"5' 8""",4,30.0,Nov 06 2022
500847,532982,4,date,not flattering on my frame ,dress,"5' 2""",4,40.0,Dec 11 2022
645434,1738544,8,formal affair,i actually got two uses out of this dress in one weekend which i was super happy about it was stunning and i received so many compliments the r fit perfectly as expected my only cons are it was difficult to get on and you definitely need someone to help you tie the back there was also sharp wiring around that kept poking me in my waist but i put a bandaid where the wiring was and it seemed to solve the problem i recommend this beautiful dress,dress,"5' 6""",1,27.0,May 08 2022
15218,360595,10,formal affair,i loved this dress while i usually wear ai wore thein this because the illusion sleeves are somewhat tight on the arms shoulders and i wanted the freedom to dance it was extremely comfortable i barely had to adjust it all night it was light but well made voluminous but not puffy elegant but also fun it was a great length for me but with low shoes it might be a tripping hazard the pattern appears more greyblackpurple in person i would wear it again in every color if i could ,gown,"5' 7""",16,25.0,Sep 29 2020
820575,499679,8,formal affair,i loved this dress but it didnt fit me quite rightits a beautiful fabric and colori am usually a o orandand ci ordered thebased on other commentsthe length and hips were great but the waist was very snug fit but uncomfortable while sitting and the bodice was a little loose,gown,"5' 4""",4,39.0,Sep 27 2022
104163,1349696,10,date,this dress was perfect i had wanted something i would be conformable in to go see a broadway play with my girlfriends and this dress was great it was very flattering on me i just had a baby not to long ago and still have the pouch and this dress made me feel pretty again it does run a little on the larger size i have been in a sizepost baby and i rented aafter reading the reviews and it fit perfect for me but i dont think you are supposed to really tighten the strings on it i think the dress is meant to be a little lose i would totally rent this again,dress,"5' 5""",20,35.0,Aug 02 2021
732538,508973,6,date,this dress was surprisingly low cut the lace sleeves and length are all really sweet and feminine but the lowcut front makes it decidedly sexytoo sexy for some occasions i wore this for an anniversary dinner with my husband and he commented on my visible cleavage and obviously liked that but it made me a little uncomfortable while out since im not used to showing that much i would not have worn this around family or colleagues the straps are long and that makes the front even lower if id owned the dress i could have shortened the strap and it would have been more tasteful but obviously thats not possible with a rental a bit of the lining on one side of the bust kept rolling over and showing slightly over the edge which wasnt a big deal but it wasnt perfect the dress definitely runs a size small i normally wear aand ordered anbased on reviews i wouldnt have fit in my normal size but thewas great the dress is wellmade and the fabric is lovely i would recommend if youre ok with showing off some cleavage,dress,"5' 5""",16,28.0,Sep 07 2022
736182,139086,10,formal affair,this dress worked out perfecti wore about heels and i felt that the length was just rightthe dress was form fitted but i felt that i had plenty of extra roomthe material is thick and durable with a silky slip underthe red was a really rich colorsuch a classy dress,gown,"5' 5""",8,30.0,Feb 06 2018
197159,146684,8,formal affair,i order the r and r in this dress both were beautiful i chose the r to give me a little more length i am usually aand i fit in thewith no problemtheres built in wiring that helps give your lady lumps a little lift i put a cushion in to cut down on the poking i was very satisfied with this dress and felt stunning i got tons of compliments i would definitely rent this dress again,gown,"5' 2""",24,29.0,Mar 13 2020
1149,130259,10,wedding,this dress fits true to size and has a very forgiving skirt areayou may need to secure the bustline with garment tape if you are chestyconveniently they send you various forms of the tape with the dress if you need itone important note rtr documentation says to drop the packaged dress in any blue usps boxmy local post office long islandny said if i were to have done that the dress would have been shipped back to methey pull out any package over a certain amount of ouncesand for security reasons do not allow it into the mail systemthey ship back to the sender methis package waspoundsglad the post office counter was openjust a fyithat said i would definitely rent from rtr again,dress,"5' 5""",28,48.0,Aug 17 2017
831086,1848844,10,party,awesome dress and very flatteringlots of complimentsi will rent again ,dress,"5' 4""",16,50.0,May 20 2022
507848,1048184,10,wedding,i loved this dress the fit was stretchy and flattering and felt extremely comfortable all night it was a little different than anything else ive ever worn as i dont usually wear bold prints but i wound up loving it i was worried about it being too hot on the dance floor but it was actually great to dance in as it didnt move very muchwould rent again ,dress,"5' 6""",8,30.0,Mar 17 2021
763418,128730,10,party,dress is slightly stretchy so its comfortable it hugs your curves well and the lace looks beautiful i got many compliments on the dress the chest is a bit tight so i did not need to wear a bra and not sure there is room for a bra anyway it is the perfect dress for a cocktail party in the fall it looks great with black heels and some black tights this is the second time i have rented it and would rent it again ,dress,"5' 4""",16,29.0,Dec 01 2022
115779,644425,6,other,i ended up wearing the medium although it was rather large the small my backup size was just too short so i had to go with the medium to feel more comfortable pretty color but not that flattering on the shape ,sheath,"5' 5""",14,33.0,Aug 01 2022
660083,1706067,10,work,the color was beautiful and the dress was very comfortable it was nice and thick for a cold office it was pretty tight in the arms and bust so consider a size up great for spring and summer if you are indoors with ac all day but want to get into the season with some color,dress,"5' 6""",4,30.0,Jun 04 2022
603907,1812370,10,wedding,the dress has the perfect fit,gown,"5' 7""",12,31.0,Sep 25 2022
205922,149913,8,party,i wore this to a company holiday event and wanted something that would stand outi loved that it had long sleeves making it feel modern but also more ideal for a company event given that it did run short on me being talli got several compliments on the dressit fit well and the jersey material made it comfortable and stay in place ,dress,"5' 9""",8,34.0,Feb 06 2019
634829,1716472,8,party,fit very snugly and i probably could have used a size up but it wasnt available i made it work with some spanx had a tendency to ride up a bit overall the dress is very comfortable ,dress,"5' 5""",14,37.0,Nov 03 2022
790711,786311,10,wedding, i am on the curvier side through the hips and buttthis dress had plenty of give to accommodate thatwould definitely recommend and would definitely rent again,sheath,"5' 4""",8,36.0,Jan 21 2021
806970,136110,8,wedding,i dont know that i loved it but it was a decent dress for a fall wedding i had to size up due to the tight sleeves but other than that it was fairly flattering im a bit twisty in the photo so its hard to tell,dress,"5' 7""",24,28.0,Nov 06 2022
555305,1063576,10,party,the dress was form fitting but skimmed over the stomach and provided an hourglass shapevery comfortable and fun,sheath,"5' 4""",8,47.0,Jun 15 2021
852128,1522959,10,wedding,"i loved wearing this dressi took a risk because there werent any reviews yet but i was drawn to the style and colors and couldnt help myselfi also took a risk with the hemline as i pretty much subscribe to the no hemlines above the knee overrulei was concerned it would be inappropriate for a family weddinghowever it looked so good i forgot all about the hemlinei received many compliments and would definitely rent this one againi amandlbsthefit like a glove and stretched out just the right amount over the evening that it wasnt tight in the waistit also hid my little belly
",dress,"5' 4""",8,45.0,Sep 07 2020
849924,426346,8,party,this dress was suggested to me by rtr after my st choice dress was not available i wore this dress to a daytime party with low heel sandalsi also experimented with a dressier look with a rattan belt and wedge heels but decided on a more casual lookthe tangerine color is unique and the silk is beautifuldress was in likenew conditioni would rent this dress again ,dress,"5' 7""",1,43.0,May 10 2022
242615,1697200,8,wedding,it was a little short but so comfortable i wore it to a friends wedding and got so many compliments i would definitely rent this again ,dress,"5' 0""",8,27.0,Dec 08 2022
418925,690330,6,date,i wanted to like this so much but on a short curvy girl it just did not work the large was a little too big but i dont think sizing down would have helped the straps are long and not adjustable and the busttriangles were small yet also stuck out on the sides its definitely a sexy dress and it would look fabulous on taller women who dont have a lot of curves ,dress,"5' 2""",20,36.0,Jul 29 2020
814704,136110,8,other,i wore this dress for my birthday dinner at an upscale french quarter restaurant and it was a show stopper i received compliments all night and the blue is very vibrant it looked great against my brown skin a few sizing tips i am usually a sizebut the dress sleeves are unforgiving and if you have breasts larger than an a or b cup the top will be rather tight i wore the sizefor comfort although thevisibly had more wear and the hem had been redone not perfectly overall i loved the dress so i overlooked the flaws in the sizeand had a wonderful birthday dinner,dress,"5' 1""",12,34.0,Apr 22 2019
886707,764278,8,party,this fit really nicely and was very flatering however the look is a bit more unique than it seems in the picture maybe in a bad way it is a thick sort of suiting material which is very forgiving but makes it a more costumey piece than you might be thinking i was imagining thinner fabric,dress,"5' 3""",20,28.0,Jan 05 2022
827963,724319,10,wedding,fit great and was comfortable i got a ton of compliments ,dress,"5' 5""",1,33.0,Jun 13 2022
676966,1566348,8,wedding,the lining was less than comfortable especially on a hot summer night it became very clingy and did not breathe at all the straps were a little long too i readjusted them frequently especially while seated on the positive site the lace pattern was gorgeous as well the neckline was perfect sexy yet not too revealing overall though i wouldnt rent again just because of the liner and the straps ,dress,"5' 7""",20,30.0,Sep 25 2022
38379,172914,10,party,the color really popped and the ribbon in the back was a cute touchit was a little warm for a party in july in florida outdoors but it was a beautiful dress and i loved wearing it there is no stretch to it so the sleeves have no give nor does the dress so i would recommend gettingsizes,dress,"5' 3""",1,30.0,Dec 22 2019
1575,1983744,6,everyday,i received this dress as a backup after my original backup was made unavailable the customer service team with rtr is phenomenal and it was super easy to get a new dress at the last minute this fabric has a cute pattern and the pockets were a huge incentive however the texture of the fabric was thicker than i expected making the straps somewhat uncomfortable and sitting on the cool black mesh bit at the bottom for a three hour dinner was less than ideal overall it was a cute dress but i dont think id rent it again,dress,"5' 6""",12,28.0,May 13 2021
288968,840165,10,party,the cutout was the perfect subtle detail gorgeous fit and fabric hit a bit lower than expected a few inches below the knee but it was super flatteringcould have worn anbut went with a safe,sheath,"5' 7""",20,32.0,Nov 25 2020
196300,299987,10,wedding,i adore this dress so much that i tried to find it to buy or rent again the yellow color is gorgeous especially with a nice summer tan i wore thebut in hindsight should have worn theboth fit but i think thewould have been little more flattering the lining is short than the lace overlay but since its skin toned you dont notice got lots of complimentswish i could keep it ,dress,"5' 10""",12,31.0,Aug 20 2022
